city,timestamp,temperature,season
New York,2010-01-01,4.872806539720969,winter
New York,2010-01-02,1.096591461549112,winter
New York,2010-01-03,1.5963748733221663,winter
New York,2010-01-04,1.3942524719474922,winter
New York,2010-01-05,-5.374231084904052,winter
New York,2010-01-06,1.6523588670334755,winter
New York,2010-01-07,3.0364011676107494,winter
New York,2010-01-08,4.079009194718217,winter
New York,2010-01-09,4.894189222881502,winter
New York,2010-01-10,5.575199491815467,winter
New York,2010-01-11,-2.6006049600396053,winter
New York,2010-01-12,4.6337707299069795,winter
New York,2010-01-13,-2.66501452909555,winter
New York,2010-01-14,1.503886353000615,winter
New York,2010-01-15,0.03462966242633086,winter
New York,2010-01-16,-3.1536376666863903,winter
New York,2010-01-17,-8.581785439300761,winter
New York,2010-01-18,-3.8261166622895577,winter
New York,2010-01-19,1.1847476198570426,winter
New York,2010-01-20,-1.9593024716707146,winter
New York,2010-01-21,-8.194722503139696,winter
New York,2010-01-22,1.106675644100714,winter
New York,2010-01-23,8.546193706624543,winter
New York,2010-01-24,-0.7401363457290571,winter
New York,2010-01-25,-8.607770568658857,winter
New York,2010-01-26,4.219711460759666,winter
New York,2010-01-27,7.399159612226414,winter
New York,2010-01-28,0.055296690014050284,winter
New York,2010-01-29,-6.181650981008701,winter
New York,2010-01-30,-0.6981548472016239,winter
New York,2010-01-31,-8.827432999574729,winter
New York,2010-02-01,1.171495613628646,winter
New York,2010-02-02,1.1288322454378075,winter
New York,2010-02-03,4.583240792961669,winter
New York,2010-02-04,1.3918663529514816,winter
New York,2010-02-05,4.6260997101332055,winter
New York,2010-02-06,-8.871175609061007,winter
New York,2010-02-07,-2.069762253311902,winter
New York,2010-02-08,7.251599723398319,winter
New York,2010-02-09,3.3849258294244633,winter
New York,2010-02-10,-5.246112390022695,winter
New York,2010-02-11,-7.309775519433379,winter
New York,2010-02-12,-0.14840570554477162,winter
New York,2010-02-13,4.957533033157478,winter
New York,2010-02-14,-3.1426699289329636,winter
New York,2010-02-15,1.325908051544138,winter
New York,2010-02-16,-1.15929588399807,winter
New York,2010-02-17,1.0441340593077961,winter
New York,2010-02-18,2.361063746812605,winter
New York,2010-02-19,-5.084582071946359,winter
New York,2010-02-20,3.4801881724905788,winter
New York,2010-02-21,3.410770664582265,winter
New York,2010-02-22,-1.1127713644734234,winter
New York,2010-02-23,0.7891016778870672,winter
New York,2010-02-24,-0.880336578282263,winter
New York,2010-02-25,-3.0687675653267648,winter
New York,2010-02-26,-0.9576914279737458,winter
New York,2010-02-27,-2.1437195644509712,winter
New York,2010-02-28,2.6538817707448263,winter
New York,2010-03-01,9.215778445752541,spring
New York,2010-03-02,0.6671423271740928,spring
New York,2010-03-03,10.254679944472826,spring
New York,2010-03-04,10.951034571517866,spring
New York,2010-03-05,12.40540602641575,spring
New York,2010-03-06,12.567589184725573,spring
New York,2010-03-07,8.902604632310895,spring
New York,2010-03-08,13.37679845568509,spring
New York,2010-03-09,2.330414172424425,spring
New York,2010-03-10,5.1641918511841665,spring
New York,2010-03-11,5.691251183025792,spring
New York,2010-03-12,6.406242495970083,spring
New York,2010-03-13,5.472872075914871,spring
New York,2010-03-14,3.212977413525293,spring
New York,2010-03-15,11.784375955857845,spring
New York,2010-03-16,14.016374209642136,spring
New York,2010-03-17,8.164933859208782,spring
New York,2010-03-18,12.135420716651312,spring
New York,2010-03-19,9.74074443439839,spring
New York,2010-03-20,7.467518873852851,spring
New York,2010-03-21,14.048469240957772,spring
New York,2010-03-22,8.003154110688012,spring
New York,2010-03-23,16.142216623087492,spring
New York,2010-03-24,10.229848658039124,spring
New York,2010-03-25,14.180600666813131,spring
New York,2010-03-26,8.219155526078271,spring
New York,2010-03-27,6.788854519366353,spring
New York,2010-03-28,3.313604415920275,spring
New York,2010-03-29,12.207814010277831,spring
New York,2010-03-30,14.495305679451148,spring
New York,2010-03-31,12.276851317950584,spring
New York,2010-04-01,8.724365006240292,spring
New York,2010-04-02,8.946118013052512,spring
New York,2010-04-03,12.549521871334019,spring
New York,2010-04-04,13.713415451564234,spring
New York,2010-04-05,8.845133020042079,spring
New York,2010-04-06,18.24232646415021,spring
New York,2010-04-07,6.8107485843114866,spring
New York,2010-04-08,15.915494315249962,spring
New York,2010-04-09,9.816998704589519,spring
New York,2010-04-10,13.030640451686944,spring
New York,2010-04-11,15.157997957645259,spring
New York,2010-04-12,11.74403937319016,spring
New York,2010-04-13,11.35725546584776,spring
New York,2010-04-14,3.1033686024459097,spring
New York,2010-04-15,18.707048950304035,spring
New York,2010-04-16,12.743854746562384,spring
New York,2010-04-17,6.323375196043411,spring
New York,2010-04-18,9.91263400553289,spring
New York,2010-04-19,11.987725170157942,spring
New York,2010-04-20,0.7690158894008237,spring
New York,2010-04-21,9.158444373344073,spring
New York,2010-04-22,15.372150058983804,spring
New York,2010-04-23,14.308744691004883,spring
New York,2010-04-24,8.396401702479304,spring
New York,2010-04-25,11.190049379920163,spring
New York,2010-04-26,13.552773589612192,spring
New York,2010-04-27,10.317832252043857,spring
New York,2010-04-28,13.597945533233789,spring
New York,2010-04-29,2.142558925840825,spring
New York,2010-04-30,12.586071072826114,spring
New York,2010-05-01,9.149229008875805,spring
New York,2010-05-02,1.1551419227729465,spring
New York,2010-05-03,4.172235314848905,spring
New York,2010-05-04,14.657329188779066,spring
New York,2010-05-05,3.65838468428048,spring
New York,2010-05-06,4.740488362557377,spring
New York,2010-05-07,8.317335069738444,spring
New York,2010-05-08,7.591259953049047,spring
New York,2010-05-09,9.645373830691547,spring
New York,2010-05-10,3.6930682539571222,spring
